longitude,latitude
-86.937172,31.431297
-86.937172,31.431297
-86.937172,31.431297
-86.94062,31.433284
-86.201187,33.006452
-86.2016,33.0067
-86.4162,31.3885
-86.245,31.3297
-86.3368,31.0028
-86.6128,31.1584
-86.612161,31.403151
-86.4157,31.3906
-86.356732,31.015529
-86.417,31.3878
-86.61282,31.40273
-86.255144,31.590445
-86.3135,31.953
-86.2754,31.7132
-86.2677,31.7051
-86.8353,34.1876
-86.8444,34.185
-86.8418,34.1885
-86.8359,34.1736
-86.8571,34.1728
-86.8405,34.1792
-86.8405,34.1792
-86.6104,34.2681
-87.032348,33.982384
-87.032279,33.981296
-86.6882,34.2549
-86.8797,34.1035
-86.7608,34.0612
-86.619,34.1769
-86.864278,34.244071
-86.7407,34.1418
-86.9633,34.2373
-86.689462,34.255889
-86.688,34.2549
-86.878675,34.1029
-86.8811,34.1027
-86.7619,34.0598
-86.7614,34.0611
-86.6187,34.1763
-86.864742,34.24348
-86.863807,34.242421
-86.961972,34.238407
-86.965,34.2326
-86.8569,34.2227
-86.8861,34.0965
-86.8577,34.2216
-87.053468,34.207556
-87.0685,34.1426
-86.9644,34.2334
-86.6186,34.1772
-85.5516,31.5588
-85.721035,31.602171
-85.504214,31.320654
-85.5509,31.559
-85.497916,31.319032
-85.5958,31.3302
-85.547018,31.316538
-85.65335,31.45128
-85.709728,31.316204
-85.716025,31.310664
-85.707641,31.315377
-86.960933,32.424211
-86.929631,32.661814
-86.925102,32.653107
-87.235715,32.292538
-87.260308,32.34968
-86.928401,32.327267
-86.986067,32.365948
-87.016155,32.370884
-86.983395,32.497574
-86.98365,32.498767
-87.016634,32.372036
-86.986316,32.361089
-85.868708,34.254667
-86.012271,34.279927
-85.90418,34.449581
-86.003186,34.351037
-85.768495,34.634207
-85.675401,34.712183
-85.569186,34.567011
-85.822258,34.482932
-85.737725,34.354421
-85.814556,34.564558
-85.614128,34.564117
-85.703264,34.460201
-85.8406,34.49173
-85.8406,34.49173
-85.996301,34.290223
-85.995136,34.288709
-87.0197,34.5595
-87.049556,34.563684
-86.9969,34.5686
-86.97216,34.593282
-86.944626,34.578368
-86.995625,34.620722
-86.9835,34.5992
-86.974021,34.594774
-86.966039,34.587817
-86.9981,34.5983
-86.9629,34.5768
-87.0073,34.6106
-87.014162,34.583494
-86.9969,34.5476
-86.983984,34.599286
-87.0349,34.5765
-87.0141,34.5495
-86.97216,34.593282
-87.007,34.5795
-87.007,34.5795
-87.845732,32.494584
-87.8337,32.5097
-87.8299,32.5126
-87.8581,32.506
-85.391887,31.197391
-85.4208,31.2421
-85.421,31.2401
-85.428,31.2205
-85.4148,31.2092
-85.3719,31.2343
-85.3885,31.2429
-85.3811,31.2665
-85.348,31.1944
-85.4868,31.2211
-85.3959,31.2705
-85.353124,31.194437
-85.3814,31.2676
-85.4667,31.2787
-85.394418,31.208992
-85.4342,31.204597
-85.395181,31.209408
-85.375118,31.235999
-86.102541,31.424377
-86.10309,31.427146
-86.10309,31.427146
-86.221644,32.547487
-86.0296,32.6338
-86.3261,32.6356
-86.3624,32.4942
-86.2149,32.5478
-86.2225,32.5525
-86.3473,32.5062
-86.2156,32.5504
-86.0254,32.6343
-86.3249,32.6302
-86.362,32.4984
-86.0291,32.6286
-86.3274,32.6353
-86.095015,32.50285
-86.345093,32.515794
-86.215789,32.546314
-86.106876,32.48254
-85.873488,31.297101
-85.853451,31.336664
-85.869911,31.328129
-85.853259,31.323483
-85.8457,31.3382
-85.8373,31.3052
-85.8178,31.3269
-85.8145,31.3362
-85.840765,31.290306
-85.8602,31.3098
-87.4866,31.0065
-87.494653,31.045897
-87.2699,31.006
-87.462189,31.224358
-87.170727,31.060087
-87.05455,31.09011
-87.2682,31.0067
-87.0958,31.1133
-87.2687,31.0043
-87.0648,31.084
-87.0661,31.0845
-87.5036,31.0178
-86.118769,34.118504
-85.999862,34.144105
-85.9268,34.0683
-85.9324,33.9581
-85.9353,33.9677
-85.8702,33.9963
-85.870337,33.995284
-86.1255,34.0361
-86.0599,33.9448
-85.9893,34.0814
-86.1229,34.1763
-86.033827,33.920376
-86.3025,34.0638
-86.263551,34.031396
-86.0688,34.1648
-86.04278,33.957826
-86.103901,33.995848
-86.1049,33.9963
-85.9353,33.9687
-86.0621,33.9472
-86.0204,33.9165
-85.8694,34.013
-86.118641,34.176744
-85.92684,34.068314
-85.139098,31.919296
-85.140271,31.914297
-85.1596,31.8874
-85.1512,31.8974
-85.139098,31.919296
-85.1577,31.8876
-86.9058,33.4905
-86.9083,33.4912
-86.9278,33.4596
-86.9146,33.4776
-86.915058,33.474518
-86.9081,33.4912
-87.599,33.663
-87.8264,33.689
-87.7423,33.8295
-87.6012,33.6645
-87.8253,33.6866
-87.8218,33.7031
-87.6633,34.8345
-87.662178,34.835281
-87.6762,34.8484
-87.6828,34.8322
-87.6424,34.8194
-87.672245,34.810501
-87.6837,34.7967
-87.6954,34.8215
-87.682368,34.806613
-85.674157,34.487696
-85.7068,34.4559
-85.6792,34.4811
-85.6685,34.4913
-85.674465,34.496691
-87.8653,34.4749
-87.599,34.3842
-87.706847,34.349411
-88.1381,34.4354
-87.6211,34.5257
-88.056168,34.378516
-87.864784,34.475756
-87.710332,34.349444
-87.619756,34.525786
-88.1381,34.4354
-85.9832,33.9986
-85.9653,34.002
-86.010986,34.005938
-86.0246,33.9741
-86.0371,34.0231
-86.0197,34.0392
-86.010343,34.007967
-86.0562,34.0107
-85.98933,34.004712
-86.0339,34.027
-86.021729,34.012556
-86.010053,34.013868
-85.967,34.0005
-85.9693,34.0396
-86.037233,33.995108
-85.8813,31.0439
-85.8859,31.0505
-85.8798,31.0426
-85.700153,31.095832
-86.049316,31.117792
-85.601606,31.098483
-86.045859,31.124447
-86.049316,31.117792
-85.700284,31.094854
-85.700153,31.095832
-85.59821,31.106038
-85.601606,31.098483
-85.89415,31.048206
-87.931421,32.823597
-87.9187,32.8464
-87.8931,32.838
-87.900021,32.848018
-87.93291,32.82487
-86.3125,34.3586
-86.3324,34.3217
-86.3036,34.3535
-86.3136,34.32
-87.62055,32.99897
-87.631042,33.000134
-87.592676,32.722732
-87.587697,32.707676
-87.599546,32.702619
-87.588282,32.70837
-87.620254,32.999815
-87.6069,34.2253
-87.6075,34.2249
-87.6068,34.2272
-87.609357,34.227271
-86.948888,34.418936
-86.9475,34.4392
-86.9224,34.4579
-86.932817,34.435714
-86.921392,34.455413
-86.929982,34.432158
-85.2782,31.5821
-85.249312,31.5668
-85.338307,31.3492
-85.3397,31.3485
-85.337655,31.35737
-85.2524,31.5674
-86.8096,33.4712
-86.825571,33.457336
-86.7905,33.4605
-86.8115,33.4777
-86.7865,33.4778
-85.23222,31.183743
-85.301665,31.056759
-85.113249,31.293671
-85.4593,31.1209
-85.270164,31.260221
-85.6333,31.2256
-85.392901,31.22775
-85.400933,31.22592
-85.2294,31.1767
-85.447815,31.125539
-85.446699,31.126463
-85.38899,31.250802
-85.400933,31.22592
-85.6333,31.2256
-85.301665,31.056759
-85.23222,31.183743
-86.4779,34.6619
-86.5669,34.7238
-86.63639,34.759865
-86.5745,34.655
-86.558816,34.751596
-86.5718,34.7657
-86.60843,34.770301
-86.563,34.5972
-86.576568,34.642713
-86.6324,34.7579
-86.5835,34.7135
-86.575,34.7237
-86.5542,34.6964
-86.5903,34.7724
-86.578303,34.754963
-86.6165,34.6897
-86.5307,34.7365
-86.6064,34.7558
-86.547243,34.625624
-86.6224,34.7009
-86.606924,34.789202
-86.6421,34.7726
-86.548486,34.643931
-86.568672,34.673411
-86.578303,34.754963
-86.5975,34.7428
-86.602294,34.703326
-86.558816,34.751596
-86.6349,34.712023
-86.547243,34.625624
-86.568672,34.673411
-86.6993,34.7232
-86.578741,34.68022
-86.5477,34.6113
-86.547893,34.610836
-86.7269,34.6301
-86.478307,34.662478
-86.726926,34.629288
-86.69635,34.760972
-86.491223,34.62568
-86.614937,34.787064
-86.614954,34.786091
-86.607676,34.733018
-86.63639,34.759865
-86.6349,34.712023
-86.60843,34.770301
-85.720582,34.940053
-85.7146,34.9442
-85.627,34.9386
-85.9172,34.6084
-85.6945,34.7691
-85.9691,34.7223
-85.624029,34.848784
-85.7639,34.7006
-85.979924,34.581721
-86.125013,34.815029
-86.272311,34.62291
-85.963957,34.730481
-85.9584,34.7211
-85.8441,34.6819
-85.8172,34.877
-85.8346,34.8629
-86.000853,34.516953
-85.790145,34.899385
-85.779274,33.790925
-85.7784,33.7881
-87.277305,33.835535
-87.2868,33.8439
-87.2629,33.8322
-87.257794,33.834314
-87.257907,33.83423
-86.762209,33.605426
-86.6023,33.6954
-86.597863,33.695851
-87.0486,33.2898
-86.9575,33.5938
-86.9905,33.7545
-86.9329,33.5945
-86.816807,33.646431
-86.954871,33.444251
-86.9576,33.631
-86.6878,33.6476
-86.6615,33.6431
-86.601684,33.699009
-87.067539,33.486204
-86.967166,33.761592
-86.932092,33.575621
-86.697372,33.646407
-86.699674,33.658482
-86.797941,33.59672
-86.7763,33.6323
-86.8183,33.6476
-86.812093,33.647276
-86.981306,33.305264
-86.8754,33.5682
-86.989675,33.442388
-87.034282,33.430701
-86.7092,33.5348
-86.8024,33.763
-86.924,33.4285
-87.0011,33.3308
-86.933416,33.54362
-86.766115,33.786302
-86.8761,33.6815
-86.992326,33.446538
-87.159713,33.469711
-86.6851,33.6932
-86.669316,33.703553
-86.9871,33.4371
-86.9726,33.4902
-86.997203,33.497501
-86.8146,33.6908
-86.6674,33.5418
-86.816128,33.801023
-87.073365,33.653723
-87.163,33.4681
-86.654116,33.531718
-86.697247,33.747496
-86.6804,33.7017
-86.811093,33.758045
-86.9276,33.5764
-86.8046,33.7797
-86.664658,33.544436
-87.002845,33.328033
-86.941003,33.80141
-86.699344,33.645044
-86.972784,33.488132
-86.65197,33.651678
-86.793791,33.48761
-88.1298,33.8983
-88.112142,33.753843
-88.1097,33.7457
-88.123202,33.748591
-88.0374,33.5621
-85.1971,32.8566
-85.197,32.8566
-85.1959,32.8674
-87.4426,34.8606
-87.494,34.8579
-87.796231,34.896911
-87.290308,34.828569
-87.373935,34.96776
-87.5221,34.9624
-87.6954,34.8729
-88.064495,34.918576
-87.6703,34.9271
-87.53,34.8637
-87.3096,34.6815
-87.296446,34.477356
-87.1731,34.5675
-87.4177,34.5625
-87.415366,34.561365
-87.408339,34.682076
-87.298443,34.475617
-87.2907,34.4765
-87.290467,34.475594
-87.482389,34.446399
-87.171932,34.417746
-87.2967,34.4767
-87.1727,34.5698
-87.173644,34.56667
-87.173644,34.56667
-85.368,32.5473
-85.1884,32.7133
-85.578923,32.590001
-85.098991,32.537233
-85.094307,32.532181
-85.3727,32.5496
-85.1882,32.7108
-85.579499,32.589056
-85.3967,32.4964
-85.11488,32.543053
-85.080214,32.521416
-85.09977,32.535084
-85.223268,32.597135
-85.100067,32.535897
-86.8478,34.9881
-87.1838,34.802
-86.8334,34.783
-86.8389,34.8681
-87.116044,34.943402
-86.9334,34.8561
-86.9743,34.7327
-87.1238,34.9396
-86.9621,34.7768
-86.797546,34.790208
-86.9692,34.9312
-86.821,34.9782
-87.153628,34.798029
-86.973543,34.732989
-86.79759,34.790214
-86.969224,34.931178
-87.045847,34.855644
-87.786982,32.302028
-87.795856,32.305049
-87.797303,32.309751
-86.55146,32.058426
-86.681656,32.151281
-86.681471,32.152554
-86.7207,32.285443
-86.680962,32.153319
-86.680962,32.153319
-86.58236,31.990637
-86.578561,32.182873
-86.571261,31.984766
-85.662485,32.559773
-85.7184,32.4318
-85.6872,32.4213
-85.9062,32.4029
-85.7336,32.4006
-85.670017,32.407393
-85.719542,32.430517
-86.5706,34.9343
-86.432,34.7376
-86.7154,34.7914
-86.401,34.5398
-86.748241,34.84841
-86.5699,34.9376
-86.375209,34.70267
-86.713089,34.9224
-86.715,34.7851
-86.4038,34.5403
-86.424529,34.909462
-86.456,34.5885
-86.7156,34.8343
-86.49891,34.943663
-86.523002,34.785482
-86.521407,34.785501
-86.5744,34.8923
-86.7132,34.868
-86.7837,34.7896
-86.4885,34.7933
-86.4553,34.8703
-86.4548,34.7654
-86.5198,34.889
-86.7436,34.7951
-86.7157,34.837
-86.4779,34.8252
-86.45435,34.872121
-86.489961,34.796086
-86.525708,34.905038
-86.523002,34.785482
-87.631964,32.279591
-87.80225,32.05074
-87.865686,32.097794
-87.762709,34.02702
-87.915616,33.97409
-87.914613,33.971799
-87.833809,34.280192
-87.9913,34.1386
-87.9905,34.1395
-87.6974,34.2793
-87.996594,34.116154
-87.69734,34.27952
-88.0019,34.1338
-87.833809,34.280192
-86.9117,33.4587
-86.915913,33.450742
-86.9422,33.4494
-86.915913,33.450742
-88.2862,30.7464
-88.2473,30.3961
-88.1349,30.7006
-88.1489,30.6622
-88.0735,30.6072
-88.2517,30.6695
-88.178953,30.779186
-88.0847,30.7028
-88.107126,31.118513
-88.237389,31.095114
-88.0501,30.6722
-88.1901,30.5478
-88.126,30.2498
-88.1465,30.6628
-88.168,30.682
-88.2454,30.4446
-88.1637,30.6355
-88.05,30.6932
-88.1354,30.772
-88.1413,30.6536
-88.146,30.7184
-88.3446,30.4841
-88.0936,30.5443
-88.1585,30.7619
-88.1755,30.7136
-88.183137,30.716985
-88.0707,30.6793
-88.2785,30.7803
-88.1633,30.5484
-88.0872,30.6487
-88.3456,30.4804
-88.0566,30.7389
-88.1145,30.6379
-88.0867,30.6828
-88.120045,30.693978
-88.1918,30.7264
-88.085556,30.628199
-88.1203,30.6969
-88.0982,30.7448
-88.1433,30.7265
-88.2904,30.7863
-88.1436,30.641
-88.368189,30.724436
-88.1751,30.5526
-88.0865,30.7142
-88.115107,30.733187
-88.0807,30.7432
-88.1811,30.588
-88.1182,30.6791
-88.071527,30.735547
-88.074318,30.669379
-88.35,30.847
-88.2802,30.4421
-88.1838,30.6169
-88.049924,30.697429
-88.0912,30.7329
-88.0584,30.6969
-88.11734,30.731822
-88.0823,30.7406
-88.209,30.5047
-88.2785,30.6166
-88.2565,30.646048
-88.2774,30.7021
-88.23,31.029
-88.2318,31.0608
-88.2778,30.8672
-88.077,30.6658
-88.2906,30.4426
-88.2841,30.7798
-88.0717,30.6139
-88.1616,30.6901
-88.177804,30.624823
-88.0979,30.7097
-88.202067,30.70455
-88.2361,30.5878
-88.2337,30.5445
-88.117236,30.692808
-88.0819,30.7021
-88.1857,30.5446
-88.1421,30.6407
-88.2433,30.5102
-88.0687,30.6679
-88.0835,30.7152
-88.2321,30.6505
-88.3363,30.5168
-88.085012,30.957714
-88.288737,30.616823
-88.085556,30.628199
-88.291786,30.700764
-88.107997,30.660182
-88.235874,31.093364
-88.047774,30.688479
-87.3339,31.484
-87.341907,31.431873
-87.1968,31.7331
-87.501171,31.3014
-87.485795,31.77332
-87.330045,31.523983
-87.335103,31.483502
-87.334598,31.4839
-87.3251,31.5222
-86.355442,32.34839
-86.2717,32.3369
-86.309977,32.347335
-86.2715,32.3826
-86.3343,32.349
-86.4448,32.3128
-86.2793,32.4185
-86.2603,32.3134
-86.2448,32.3904
-86.2594,32.3433
-86.3157,32.3405
-86.2115,32.3772
-86.2237,32.0466
-86.331981,32.36091
-86.2521,32.3667
-86.296,32.3412
-86.2859,32.3609
-86.325149,32.349264
-86.2456,32.3801
-86.2811,32.3715
-86.2795,32.399
-86.2626,32.3432
-86.2834,32.3169
-86.253922,32.294053
-86.2672,32.3895
-86.3715,32.1759
-86.271649,32.378702
-86.3101,32.3558
-86.3427,32.3017
-86.234,32.3477
-86.3842,32.3096
-86.3286,32.367
-86.348718,32.301646
-86.219814,32.320117
-86.247158,32.331029
-86.3134,32.3628
-86.219659,32.323758
-86.1793,32.3905
-86.1635,32.3528
-86.2522,32.2941
-86.2187,32.3213
-86.19,32.4008
-86.282772,32.384605
-86.218934,32.320069
-86.305463,32.373315
-86.2374,32.3029
-86.1324,32.3106
-86.149951,32.305201
-86.134483,32.312153
-86.253922,32.294053
-86.173342,32.313749
-86.245744,32.329029
-87.0899,34.432
-86.9146,34.3658
-87.0659,34.5959
-87.0937,34.4157
-86.6981,34.4745
-87.0935,34.4168
-86.764,34.3339
-86.9123,34.3663
-86.6055,34.5331
-86.896765,34.550065
-86.8432,34.4487
-86.6224,34.4727
-87.0795,34.5853
-86.705017,34.413285
-86.8793,34.5347
-86.843235,34.44874
-86.705017,34.413285
-87.0787,34.5854
-86.89941,34.527605
-86.7197,33.4807
-86.7165,33.5098
-86.7531,33.5015
-86.711931,33.491317
-86.756,33.4933
-86.769454,33.48236
-87.650306,34.742884
-87.6627,34.7392
-87.646949,34.743045
-87.621,34.7571
-87.643601,34.741994
-87.651294,34.74388
-87.6378,34.734
-86.497175,33.933883
-86.497175,33.933883
-86.497175,33.933883
-85.4208,32.6491
-85.382,32.6574
-85.377,32.6355
-85.3592,32.6562
-85.369438,32.668149
-85.3848,32.6599
-85.371659,32.681007
-85.3729,32.6178
-85.3679,32.656
-86.2395,31.2886
-86.2519,31.287
-86.251349,31.302487
-85.831382,33.611216
-85.8678,33.5936
-85.8762,33.5965
-85.831382,33.611216
-85.8759,33.5986
-85.746104,33.626359
-85.9362,33.6027
-85.625957,31.459527
-85.653486,31.453126
-85.646399,31.435076
-85.626892,31.471218
-85.634311,31.456053
-85.629674,31.461479
-86.3111,33.5944
-86.2858,33.5775
-86.2873,33.5383
-86.294403,33.583875
-86.282198,33.596182
-86.294403,33.583875
-86.276,33.5602
-86.2663,33.5608
-87.517523,32.444751
-87.336619,32.629126
-85.0397,32.485
-85.0008,32.4413
-85.025943,32.483794
-85.0205,32.4338
-85.0014,32.4369
-85.0034,32.4933
-85.0232,32.4672
-85.032565,32.511779
-85.0253,32.4821
-85.038441,32.48596
-85.0315,32.5105
-85.016341,32.47725
-88.154967,33.135179
